obsDate,SPRealIndex,sp12fwd,sp36fwd,sp60fwd,sp84fwd,sp120fwd,SPRealValuation,date,next_date,SPValuationLevel
19410930,121.409800696365,-0.216915779559267,0.023834674963035,0.024117092375539,-0.001157411246317,0.035790299120289,531.16504472464,09/30/1941,10/31/1941,cheap
19411031,115.106704796753,-0.123196678440271,0.050850073717576,0.02649603214272,0.011032943807561,0.040464094280432,481.926997459829,10/31/1941,11/30/1941,cheap
19411130,109.089736974773,-0.064961080611091,0.067497740270966,0.03191347927786,0.011796236817794,0.04238730019468,434.799152220654,11/30/1941,12/31/1941,cheap
19411231,101.409368437151,0.005826328636577,0.099824338128956,0.051418457339164,0.022145762425023,0.052882941091166,377.120296853304,12/31/1941,01/31/1942,cheap
19420131,102.145037778542,0.058973258667717,0.108135733721789,0.051109703191254,0.023410535004699,0.055640762104724,377.823697528516,01/31/1942,02/28/1942,cheap
19420228,98.3914371714041,0.165391884731883,0.1345662892149,0.067194426302776,0.024471523649694,0.058523015220108,348.280869169629,02/28/1942,03/31/1942,cheap
19420331,91.9639793460439,0.269353318194553,0.160305145984124,0.06895643931491,0.035899134461757,0.066029685732974,300.449623255242,03/31/1942,04/30/1942,cheap
19420430,87.6680207267353,0.360882347765856,0.188937222019555,0.071249492912488,0.042279976069537,0.07048393028375,268.093192195509,04/30/1942,05/31/1942,cheap
19420531,87.6616653248495,0.407204639623605,0.201696787874884,0.067540979204493,0.04191622937588,0.070513135565849,265.982990169875,05/31/1942,06/30/1942,cheap
19420630,92.157926454247,0.362794783348441,0.184732187980076,0.063314107559305,0.025697050646212,0.067714383242316,294.119017178338,06/30/1942,07/31/1942,cheap
19420731,95.0753705539562,0.356667793397796,0.164577082229656,0.067805514244634,0.03053430449626,0.066667195504837,311.000633383416,07/31/1942,08/31/1942,cheap
19420831,94.0169760638246,0.312449442574744,0.170418608543345,0.063207095983525,0.036871801186765,0.068347057624521,301.153023930454,08/31/1942,09/30/1942,cheap
19420930,95.0740991321774,0.318459140657289,0.192117992832784,0.050763324023077,0.036619000992919,0.065509006295143,306.076828656935,09/30/1942,10/31/1942,cheap
19421031,100.925941099588,0.231301926714966,0.184791778203715,0.043718507874108,0.032902560092666,0.056982240249883,342.653663767937,10/31/1942,11/30/1942,cheap
19421130,102.003149777312,0.162519930756443,0.193496912496767,0.038273432271597,0.032841540207578,0.059226396365019,346.874067819206,11/30/1942,12/31/1942,cheap
19421231,102.000212744494,0.178537065267045,0.19818715000661,0.032450936923041,0.038088961035565,0.063484215164315,344.06046511836,12/31/1942,01/31/1943,cheap
19430131,108.16886351308,0.147735424173185,0.190495727753768,0.015184299280861,0.033149034343615,0.058278578565983,381.340700904574,01/31/1943,02/28/1943,cheap
19430228,114.664582406661,0.075990172062518,0.170951231533854,-0.004857808438619,0.027513515840315,0.051285222785534,420.731138716422,02/28/1943,03/31/1943,cheap
19430331,116.734782337276,0.087071837323525,0.148213011989766,-0.004646631550705,0.025547933813385,0.049593541312607,430.578748169384,03/31/1943,04/30/1943,cheap
19430430,119.305861870585,0.039799034538794,0.161915247809504,0.002531309439356,0.02653622133423,0.042092674768026,443.943360998404,04/30/1943,05/31/1943,cheap
19430531,123.35790216226,0.023890811439588,0.147947678120807,0.004640188609087,0.025961467027226,0.038831337005915,466.452182605175,05/31/1943,06/30/1943,cheap
19430630,125.592341416057,0.047626060555125,0.134711151526693,0.007620886105443,0.025172131773053,0.032866452653711,477.70659340856,06/30/1943,07/31/1943,cheap
19430731,128.985693175913,0.041212725330532,0.092992510424991,-0.004905834675419,0.008641130614269,0.031631472348147,495.291610288849,07/31/1943,08/31/1943,cheap
19430831,123.39252782753,0.073007418566465,0.094864277388567,-0.002697276821113,0.02248799739882,0.036317002429027,455.901172477001,08/31/1943,09/30/1943,cheap
19430930,125.351315040577,0.039475730264454,0.029495157428152,-0.007979053099955,0.024755246035363,0.029892317687167,465.045381254751,09/30/1943,10/31/1943,cheap
19431031,124.270305731444,0.074868985123776,0.01821590464396,4.16332777224415E-05,0.030881271705416,0.033522490012765,454.494371126578,10/31/1943,11/30/1943,cheap
19431130,118.58069461606,0.119104901067265,0.024854259763844,-0.000266454995461,0.037016444317028,0.04109876505764,415.103933314729,11/30/1943,12/31/1943,cheap
19431231,120.21103138451,0.122286484153828,0.027236823758323,-0.003345306211014,0.03272750493919,0.041133877570174,422.841340742057,12/31/1943,01/31/1944,cheap
19440131,124.149236446516,0.119572183312945,0.018211072811373,-0.006599256468205,0.036261005410078,0.040445293323315,444.646761673616,01/31/1944,02/29/1944,cheap
19440229,123.37796375322,0.164687279618276,0.033504763286683,-0.011347226916345,0.040968331057919,0.043419850848052,437.6127549215,02/29/1944,03/31/1944,cheap
19440331,126.899094314945,0.132076793273275,0.003813635097969,-0.014909105391871,0.033814536054961,0.042724633808337,456.604573152213,03/31/1944,04/30/1944,cheap
19440430,124.054119987853,0.187700065635852,-0.001010204437725,-0.011391923977571,0.039247561360452,0.049631862623575,436.909354246288,04/30/1944,05/31/1944,cheap
19440531,126.305022542402,0.204408458822123,-0.012726930837944,-0.015436473339163,0.036175761099676,0.051508830504516,448.163765049674,05/31/1944,06/30/1944,cheap
19440630,131.573809873598,0.164726101464685,-0.016237248691679,-0.035062025188193,0.027685056225984,0.048105219702183,478.409994083771,06/30/1944,07/31/1944,cheap
19440731,134.301545120341,0.118128546985229,-0.005779749680129,-0.026614577421771,0.027338195660438,0.050158687564644,493.181408263215,07/31/1944,08/31/1944,cheap
19440831,132.401097754608,0.138513924963487,-0.011898993482445,-0.017623358441813,0.035854767002788,0.053783420655059,479.113394758983,08/31/1944,09/30/1944,cheap
19440930,130.299649741413,0.236165729567339,-0.022279998542114,-0.012605678481902,0.040956780992089,0.058360963072615,464.34198057954,09/30/1944,10/31/1944,cheap
19441031,133.574297402578,0.256625894045613,-0.021864673400321,-0.010674787002186,0.036044442744903,0.058214142995088,481.926997459829,10/31/1944,11/30/1944,cheap
19441130,132.704236516794,0.306750558766504,-0.024795192096983,-0.007357342955788,0.031807316748831,0.063026508515516,474.892990707714,11/30/1944,12/31/1944,cheap
19441231,134.911215769027,0.300549823861904,-0.039199150468567,-0.003587869098933,0.033383586453789,0.066480613163574,486.147401511099,12/31/1944,01/31/1945,cheap
19450131,138.994031705061,0.313075318350558,-0.056786100328611,-0.00448138177835,0.03391118541794,0.065250565123379,508.65622311787,01/31/1945,02/28/1945,cheap
19450228,143.69674496858,0.281146475824824,-0.079968520830599,-0.007114808964507,0.027513726413502,0.065255448281655,535.385448775909,02/28/1945,03/31/1945,cheap
19450331,143.659519761345,0.230079724420706,-0.074057311518835,-0.006171325536483,0.028008294510251,0.064484826800287,533.978647425486,03/31/1945,04/30/1945,cheap
19450430,147.339086451971,0.270185534992796,-0.063995698960468,-0.005527561660528,0.023402310180267,0.065449741270107,555.784068357045,04/30/1945,05/31/1945,cheap
19450531,152.122837541787,0.226701338973794,-0.060258445847396,-0.006019232509295,0.018770761147443,0.061643262955895,584.62349604072,05/31/1945,06/30/1945,fair
19450630,153.247450628932,0.197363092951193,-0.052268676843939,-0.004985319761253,0.021171355273562,0.066901896213939,590.954102117624,06/30/1945,07/31/1945,fair
19450731,150.166391503278,0.121554430194621,-0.057177585780782,-0.018195308644114,0.027267443303382,0.076282820612011,572.665684562123,07/31/1945,08/31/1945,cheap
19450831,150.740493474073,0.074335154246654,-0.068753505270688,-0.008863906332819,0.02737397741302,0.075253280536747,576.182687938181,08/31/1945,09/30/1945,fair
19450930,161.071961584962,-0.150854971898693,-0.092379311999437,-0.015784954457536,0.015451240392782,0.072502556073874,638.0819473568,09/30/1945,10/31/1945,fair
19451031,167.85292089503,-0.218447614130742,-0.095289517225926,-0.017393116015367,0.006517995056515,0.062632839289214,678.17578584386,10/31/1945,11/30/1945,fair
19451130,173.411335219002,-0.263923691691737,-0.119385273907875,-0.024814574349495,0.006409816899458,0.066150880269782,711.939018254016,11/30/1945,12/31/1945,fair
19451231,175.458757905404,-0.257355428752651,-0.12334048349128,-0.030084508462203,0.010494111457662,0.06632692586601,723.896829732613,12/31/1945,01/31/1946,fair
19460131,182.509632429951,-0.281921854732232,-0.130185008320873,-0.026830541495759,0.006208717611631,0.059282556218208,766.100870245307,01/31/1946,02/28/1946,fair
19460228,184.096578403995,-0.260174443994709,-0.141374843418307,-0.023547997079917,0.00381942734709,0.059077021825737,775.948479698269,02/28/1946,03/31/1946,fair
19460331,176.712662478447,-0.273643004055039,-0.126645037905517,-0.019476834796516,0.009964946043253,0.070566789028191,731.63423715994,03/31/1946,04/30/1946,fair
19460430,187.147976350347,-0.339140385053528,-0.144574336131864,-0.027942778333768,-0.005399707591316,0.065330914551221,795.643698604194,04/30/1946,05/31/1946,fair
19460531,186.609288501004,-0.348672769884418,-0.144469769885476,-0.0279149298911,-0.004697999994009,0.061888195262157,793.533496578559,05/31/1946,06/30/1946,fair
19460630,183.492841471943,-0.317313290224218,-0.156634615035134,-0.027892882657732,-0.00793341621667,0.062316425233072,776.651880373481,06/30/1946,07/31/1946,fair
19460731,168.419781656841,-0.216325486308116,-0.11344836923424,-0.007486572252596,0.006399958181104,0.076388555642345,688.023395296822,07/31/1946,08/31/1946,fair
19460831,161.945811307685,-0.211274483057823,-0.092240781565083,0.009073474154452,0.012193689207417,0.080405253682228,650.743159510608,08/31/1946,09/30/1946,fair
19460930,136.773455346396,-0.109600456319401,-0.036618759364242,0.047596560724409,0.030062576126495,0.094659593511272,500.21541501533,09/30/1946,10/31/1946,cheap
19461031,131.185850800634,-0.047132015916905,-0.011802472805134,0.054622227060187,0.040152693458082,0.097461595873017,468.562384630809,10/31/1946,11/30/1946,cheap
19461130,127.64397544681,-0.035789254227382,0.000651949489175,0.052967429369703,0.048139281138424,0.099364795330798,448.867165724885,11/30/1946,12/31/1946,cheap
19461231,130.303494036251,-0.081684045032183,0.005608669130736,0.054349464671025,0.047147163530421,0.098360372392329,467.155583280386,12/31/1946,01/31/1947,cheap
19470131,131.056178348801,-0.110042578354902,0.012189579609117,0.060191353227644,0.050122260207204,0.095358349624593,474.189590032502,01/31/1947,02/28/1947,cheap
19470228,136.199353476407,-0.178363080017565,0.005979236312617,0.04992206306068,0.047698240033575,0.08599972860749,507.952822442658,02/28/1947,03/31/1947,cheap
19470331,128.35647866328,-0.111476463904748,0.027601533878804,0.063110945467777,0.059859146533682,0.093506941797799,461.528377878694,03/31/1947,04/30/1947,cheap
19470430,123.678539588902,-0.02308414640945,0.050338117981418,0.069718914760185,0.072114045923223,0.099737737371478,434.095751545442,04/30/1947,05/31/1947,cheap
19470531,121.543710993198,0.038693034361701,0.066884184975159,0.073493566750943,0.080302394399189,0.105459855326544,422.137940066845,05/31/1947,06/30/1947,cheap
19470630,125.26812421189,0.041377974526794,0.060636841903236,0.072132868432703,0.07695316357264,0.103576319420338,446.75696369925,06/30/1947,07/31/1947,cheap
19470731,131.986290486018,-0.046471632590667,0.012487831010065,0.065530090253392,0.07508565907493,0.099281401127924,490.367805562368,07/31/1947,08/31/1947,cheap
19470831,127.730793740274,-0.046922372947252,0.041198643732803,0.073511867863472,0.08325310204761,0.096706202837139,465.045381254751,08/31/1947,09/30/1947,cheap
19470930,121.783022228049,-0.011113701359842,0.068959044698008,0.080461619224854,0.094926449744878,0.097436473394068,429.171946818961,09/30/1947,10/31/1947,cheap
19471031,125.002797192626,-0.005652836753993,0.071443796219886,0.070414530139211,0.094510232504509,0.087605068164009,450.273967075308,10/31/1947,11/30/1947,cheap
19471130,123.07569275895,-0.037805158459892,0.075095558804158,0.080602203507926,0.103045301946281,0.086586139165789,439.722956947135,11/30/1947,12/31/1947,cheap
19471231,119.659777561543,-0.0120846936199,0.079689256036902,0.095450287714703,0.115258765029102,0.08964428958231,418.620936690787,12/31/1947,01/31/1948,cheap
19480131,116.634418573959,0.029768795972883,0.109516602292679,0.103202197517231,0.122272096958923,0.093839048278622,400.332519135286,01/31/1948,02/29/1948,cheap
19480229,111.906417293954,0.041361579703967,0.134527627125811,0.110595680716911,0.134312706571729,0.098796692644283,370.7896907764,02/29/1948,03/31/1948,cheap
19480331,114.047752302633,0.032174952980354,0.119841980121189,0.106789444718958,0.130034691269566,0.098233808266387,384.15430360542,03/31/1948,04/30/1948,cheap
19480430,120.823526073325,-0.03042712727475,0.103648883678954,0.083215189969955,0.126269457828514,0.092173994097526,425.654943442903,04/30/1948,05/31/1948,cheap
19480531,126.246605979107,-0.074407929412189,0.086621524526455,0.074186120544905,0.118613644752421,0.090876727741393,458.011374502636,05/31/1948,06/30/1948,cheap
19480630,130.451465464549,-0.15624282408778,0.068842200979878,0.058744537482546,0.122457434754215,0.089936933171718,481.926997459829,06/30/1948,07/31/1948,cheap
19480731,125.852672087547,-0.067513059682796,0.088272207300633,0.069510335629457,0.139115521192585,0.096486129690496,450.273967075308,07/31/1948,08/31/1948,cheap
19480831,121.737361799545,-0.004920366466702,0.116485946984121,0.076857512331137,0.143598037268387,0.104606859743291,421.434539391634,08/31/1948,09/30/1948,cheap
19480930,120.429562088308,0.015461044517332,0.127404274610785,0.069209465128277,0.152038973077961,0.108727936445142,409.476727913037,09/30/1948,10/31/1948,cheap
19481031,124.296176786304,0.018498782581483,0.112511756167006,0.068124267847901,0.138489596027753,0.109679530966827,429.171946818961,10/31/1948,11/30/1948,cheap
19481130,118.422796691637,0.079976103331219,0.11741174618292,0.084175522588493,0.157188539578934,0.1180605628597,388.374707656689,11/30/1948,12/31/1948,cheap
19481231,118.213725811087,0.120921454831507,0.128245703611078,0.087598099702327,0.159696682089932,0.120773818834734,382.044101579785,12/31/1948,01/31/1949,cheap
19490131,120.106484783903,0.131557504170461,0.134847340303977,0.08971773521125,0.152633073763176,0.123020780018507,388.374707656689,01/31/1949,02/28/1949,cheap
19490228,116.535043492244,0.189831750985851,0.142443167364287,0.101220787302285,0.158725758185608,0.125105664569156,361.645481998649,02/28/1949,03/31/1949,cheap
19490331,117.717233370485,0.18318315804221,0.139786647823861,0.103730293216496,0.168178818049257,0.126828110171654,363.755684024284,03/31/1949,04/30/1949,cheap
19490430,117.147213267708,0.223347297544473,0.139296912905823,0.114422463012168,0.170383938405107,0.128891622717269,355.314875921745,04/30/1949,05/31/1949,cheap
19490531,116.852857432885,0.26312109305129,0.140328893840172,0.12300607394921,0.164923501718641,0.130900085892909,348.984269844841,05/31/1949,06/30/1949,cheap
19490630,110.069360093978,0.357920229564853,0.172570763833519,0.138440583998374,0.172770660867687,0.136344253497893,305.373427981723,06/30/1949,07/31/1949,cheap
19490731,117.355973125661,0.167328424079663,0.155981114461651,0.132987245839778,0.169722003906605,0.133129289178427,343.357064443148,07/31/1949,08/31/1949,cheap
19490831,121.138369366801,0.190185537841045,0.145555265464709,0.130380600139405,0.164108747908753,0.128930186212231,360.238680648226,08/31/1949,09/30/1949,cheap
19490930,122.291528908958,0.216392046327916,0.136089025660407,0.134428164863072,0.156262969308448,0.122970938385266,362.348882673861,09/30/1949,10/31/1949,cheap
19491031,126.595504736383,0.214533869523238,0.115373893319007,0.131899963452465,0.147912701081113,0.118647690716814,382.747502254997,10/31/1949,11/30/1949,cheap
19491130,127.893790516619,0.195815100238761,0.123442091229891,0.138400964120925,0.144597337020667,0.117993073543104,386.264505631055,11/30/1949,12/31/1949,cheap
19491231,132.508301517216,0.136583751583452,0.12518212510275,0.141476366034611,0.14068553141556,0.11758393362182,408.069926562614,12/31/1949,01/31/1950,cheap
19500131,135.907394156761,0.172155038737817,0.119316944232146,0.139866945454783,0.133062343817358,0.113213204151709,423.544741417268,01/31/1950,02/28/1950,cheap
19500228,138.657094849589,0.178577438613764,0.108913316083943,0.14290069016971,0.122214125527304,0.106262064105938,434.799152220654,02/28/1950,03/31/1950,cheap
19500331,139.281047935282,0.149912876206366,0.107915358249375,0.140164271371738,0.123030630471685,0.104288696289782,434.799152220654,03/31/1950,04/30/1950,cheap
19500430,143.311726765916,0.133346119734722,0.079314044181212,0.141492823137481,0.121613981408037,0.102217801540001,453.790970451366,04/30/1950,05/31/1950,cheap
19500531,147.599309006792,0.097413498311898,0.069492368630013,0.133911695922406,0.122416363225416,0.09800233282549,473.486189357291,05/31/1950,06/30/1950,cheap
19500630,149.465410726871,0.065734537677801,0.051045196742263,0.143982776085048,0.122507072608663,0.10027503336028,479.816795434195,06/30/1950,07/31/1950,cheap
19500731,136.992963165113,0.184068412891394,0.087334171926863,0.179852490157487,0.138720271793096,0.107159922295509,408.773327237825,07/31/1950,08/31/1950,cheap
19500831,144.177135298014,0.175133688830228,0.069316417562445,0.166509447786566,0.121392015535801,0.102868314178621,443.943360998404,08/31/1950,09/30/1950,cheap
19500930,148.754443098137,0.16011807201134,0.041979188124138,0.16870976317072,0.109872158667022,0.096111353205576,465.045381254751,09/30/1950,10/31/1950,cheap
19501031,153.754528231727,0.113124347588489,0.039711679042637,0.14917630798271,0.094605738144009,0.089628192146975,487.554202861522,10/31/1950,11/30/1950,cheap
19501130,152.937325926546,0.0803426406722,0.050686785774317,0.1656016072449,0.091548192558647,0.093727552984352,479.113394758983,11/30/1950,12/31/1950,cheap
19501231,150.606782454389,0.127286848233398,0.061015817878768,0.172321839116171,0.093938781777691,0.098044725812276,462.935179229117,12/31/1950,01/31/1951,cheap
19510131,159.304536862574,0.101921468904076,0.050274454905547,0.153015565894161,0.087188093880888,0.097420446089099,504.4358190666,01/31/1951,02/28/1951,cheap
19510228,163.418123693454,0.063310583671526,0.049162539392634,0.148693571015259,0.083830011355007,0.099069959270372,521.317435271678,02/28/1951,03/31/1951,cheap
19510331,160.161070432297,0.088312905253082,0.063814646569766,0.168879319166603,0.089101272271543,0.10472324912325,500.21541501533,03/31/1951,04/30/1951,cheap
19510430,162.421789442634,0.066592272316858,0.074267208686147,0.167554679088874,0.08729277947,0.106117426339748,507.952822442658,04/30/1951,05/31/1951,cheap
19510531,161.977474045563,0.069732278946869,0.088174171873672,0.15998750923188,0.092705483488453,0.107573512219512,501.622216365754,05/31/1951,06/30/1951,cheap
19510630,159.290450399825,0.114022304104331,0.097344141776253,0.160896949716124,0.099104504255419,0.107983174501833,484.740600160676,06/30/1951,07/31/1951,cheap
19510731,162.209040472205,0.117589622984603,0.105397342674725,0.167351786209468,0.100025333306176,0.104962363959303,495.995010964061,07/31/1951,08/31/1951,cheap
19510831,169.42740884773,0.074845869842086,0.096833005298598,0.156779503258939,0.099554591926565,0.104451244800301,529.758243374217,08/31/1951,09/30/1951,cheap
19510930,172.572717730131,0.039109535374183,0.100110760424892,0.143836922142677,0.100818803008677,0.101220268564032,542.419455528025,09/30/1951,10/31/1951,cheap
19511031,171.147908926717,0.026379838751969,0.111805894621412,0.142041124786015,0.108467928460739,0.103372544749954,533.275246750275,10/31/1951,11/30/1951,cheap
19511130,165.22471454883,0.097555581662918,0.139594228612539,0.147806588790866,0.118338742462658,0.112214315530861,500.918815690542,11/30/1951,12/31/1951,cheap
19511231,169.777045115581,0.111815154522436,0.147888166562726,0.144208393958099,0.117586749538903,0.110251984502328,522.020835946889,12/31/1951,01/31/1952,cheap
19520131,175.541089262691,0.085734232647516,0.14211990024232,0.131691850192527,0.117990058324988,0.102393612211617,548.750061604929,01/31/1952,02/29/1952,cheap
19520229,173.764220486992,0.088114345512439,0.158798893077923,0.123317103269006,0.117756084537548,0.105003517201364,536.792250126333,02/29/1952,03/31/1952,cheap
19520331,174.305359870617,0.086678393586079,0.154709682262358,0.12477200696474,0.121319650019022,0.104803424203089,536.792250126333,03/31/1952,04/30/1952,cheap
19520430,173.237825475389,0.040117706627104,0.170401789758684,0.130598958577892,0.124461354963499,0.101574675379912,528.351442023794,04/30/1952,05/31/1952,cheap
19520531,173.272532448817,0.042047873119784,0.168827063024745,0.138378030002769,0.126883071856262,0.093110280602506,525.537839322947,05/31/1952,06/30/1952,cheap
19520630,177.453114576229,-0.022039645913103,0.181729745645913,0.135941942126724,0.121163264462303,0.077081700018438,543.122856203237,06/30/1952,07/31/1952,cheap
19520731,181.283140386025,-0.028528745586902,0.199940754042615,0.13410180521359,0.123474463120476,0.077028204992574,558.597671057891,07/31/1952,08/31/1952,cheap
19520831,182.108350638029,-0.031977982478693,0.195829541757638,0.120401675423696,0.121879217128279,0.079469447276608,559.301071733103,08/31/1952,09/30/1952,cheap
19520930,179.321956538816,-0.061544655805865,0.218400156205564,0.114678015124358,0.117395372014162,0.079853787279313,541.716054852814,09/30/1952,10/31/1952,cheap
19521031,175.66276316694,-0.016244955381085,0.206036656428494,0.105071681101153,0.12005368666578,0.07866036477024,520.614034596466,10/31/1952,11/30/1952,cheap
19521130,181.343307681731,-0.021790738623158,0.219703347720786,0.09260321142641,0.115665878341257,0.082458069644333,544.52965755366,11/30/1952,12/31/1952,cheap
19521231,188.760691649542,-0.046987612042716,0.208896395438198,0.083869063831551,0.114343293086069,0.082744840919694,576.886088613393,12/31/1952,01/31/1953,fair
19530131,190.590969848737,-0.031645819017469,0.19426459849253,0.084555366397729,0.110607515212799,0.085844490699454,582.513294015085,01/31/1953,02/28/1953,fair
19530228,189.075341048682,-0.001854957355678,0.200131292590382,0.087123057228752,0.105127754579928,0.088174759352743,571.962283886912,02/28/1953,03/31/1953,cheap
19530331,189.413868457645,0.017988999477352,0.226491438366695,0.089744308074383,0.102738049010824,0.087245739768875,569.852081861277,03/31/1953,04/30/1953,cheap
19530430,180.187729734528,0.117521881643151,0.250551957187187,0.10120689261755,0.112181886686743,0.097759141120306,522.724236622101,04/30/1953,05/31/1953,cheap
19530531,180.558273908368,0.155932484171764,0.235097560290503,0.107826672089293,0.110452373951399,0.099750765384094,521.317435271678,05/31/1953,06/30/1953,cheap
19530630,173.542110764792,0.212867652070718,0.246190410692322,0.122048309327267,0.122073229799581,0.103742930127304,484.740600160676,06/30/1953,07/31/1953,cheap
19530731,176.111359794758,0.24406460349536,0.259211888391452,0.124142322473251,0.115766951045269,0.100153855044027,493.884808938426,07/31/1953,08/31/1953,cheap
19530831,176.284892992102,0.268206877990558,0.257980277339382,0.133071275094316,0.117568068113134,0.103083952046257,491.774606912792,08/31/1953,09/30/1953,cheap
19530930,168.285648445201,0.365319509145543,0.261581188379286,0.149707028553495,0.120163391522615,0.111137372005352,450.97736775052,09/30/1953,10/31/1953,cheap
19531031,172.809129417175,0.361105634557944,0.243763698035808,0.152851497258655,0.111748017487912,0.108140684691049,468.562384630809,10/31/1953,11/30/1953,cheap
19531130,177.391703062979,0.378454483770908,0.228839297466984,0.153004653008218,0.112709187687624,0.10465656639959,486.147401511099,11/30/1953,12/31/1953,cheap
19531231,179.891277501399,0.427472009416215,0.227810954891082,0.154961518716514,0.114307262400862,0.105119469690876,493.884808938426,12/31/1953,01/31/1954,cheap
19540131,184.55956251054,0.417024414786759,0.208632846969939,0.157341604712791,0.118268288070131,0.105668489994039,511.469825818716,01/31/1954,02/28/1954,cheap
19540228,188.724614354027,0.432702520345583,0.180903896374571,0.149508591775358,0.1211791347679,0.104586273175027,526.94464067337,02/28/1954,03/31/1954,cheap
19540331,192.821234438333,0.391791901569025,0.176231465232614,0.150409296253647,0.122733601251248,0.10424025461042,541.012654177602,03/31/1954,04/30/1954,cheap
19540430,201.363730781937,0.379324360341663,0.166992665957944,0.143548643480021,0.120054978959764,0.101076051758711,575.479287262969,04/30/1954,05/31/1954,fair
19540531,208.713174096666,0.325655372034203,0.166462538808627,0.138849587674118,0.115993027677135,0.098233780927303,603.615314271433,05/31/1954,06/30/1954,fair
19540630,210.48361241869,0.391296971621375,0.168284651664472,0.13425178319146,0.112574277828893,0.096330959422256,607.13231764749,06/30/1954,07/31/1954,fair
19540731,219.093908994094,0.429573611832077,0.157877034635275,0.133271350325141,0.104775996911531,0.095613115172992,640.192149382435,07/31/1954,08/31/1954,fair
19540831,223.565713778414,0.392940271345882,0.128750102550937,0.12748163334014,0.107732381309082,0.092170605092024,654.963563561878,08/31/1954,09/30/1954,fair
19540930,229.763678931441,0.411633415658841,0.103315594754078,0.111629424865433,0.101696114533128,0.09072760630565,677.472385168648,09/30/1954,10/31/1954,fair
19541031,235.21147975277,0.310094790733748,0.071661958987391,0.10555057544943,0.099777862749193,0.090070209310055,695.760802724149,10/31/1954,11/30/1954,fair
19541130,244.526388470921,0.345669616892813,0.049130197289682,0.097951031212924,0.100682374081542,0.086280969998432,730.930836484728,11/30/1954,12/31/1954,fair
19541231,256.789763371372,0.29867685572773,0.032141686324833,0.094191597701242,0.094502334194929,0.079123298028578,778.058681723904,12/31/1954,01/31/1955,fair
19550131,261.525406059798,0.241338173987803,0.030265185045371,0.087182712718528,0.085793900809585,0.0799239337152,792.126695228136,01/31/1955,02/28/1955,fair
19550228,270.386230636262,0.208750315440017,0.020190523948329,0.070797983592261,0.082719741688849,0.077148423536974,823.779725612657,02/28/1955,03/31/1955,fair
19550331,268.367032541814,0.302195447308655,0.027468584981347,0.069541955815065,0.084080844442801,0.077742136088197,808.304910758002,03/31/1955,04/30/1955,fair
19550430,277.745899156807,0.268769642271379,0.01657803342736,0.064294104532757,0.073330572770244,0.075136554474407,841.364742492946,04/30/1955,05/31/1955,fair
19550531,276.681740455556,0.229534408481175,0.028802458790086,0.063230167944857,0.062180759557662,0.077171316335656,829.406931014349,05/31/1955,06/30/1955,fair
19550630,292.84521253405,0.14688523617892,0.017672819003005,0.05823721680401,0.035119002421014,0.065230829796701,889.195988407334,06/30/1955,07/31/1955,fair
19550731,313.210870811095,0.122656742977695,0.003118744215378,0.038946057887099,0.028283934922144,0.057962931275019,965.163261330184,07/31/1955,08/31/1955,fair
19550831,311.413686014139,0.126935080104697,0.018719259075777,0.04269924322271,0.033133705838824,0.06055740314255,948.985045800318,08/31/1955,09/30/1955,fair
19550930,324.342086884331,0.041812076576157,0.013895592640868,0.028022642137075,0.025408947860851,0.059761250725504,992.595887663436,09/30/1955,10/31/1955,fair
19551031,308.14933434488,0.078994122176575,0.04525943414552,0.033165745651056,0.028275252149539,0.067268611112618,917.332015415797,10/31/1955,11/30/1955,fair
19551130,329.051731493848,0.000355575120762,0.031829976591368,0.02628544154521,0.028472293840227,0.061196759425916,992.595887663436,11/30/1955,12/31/1955,fair
19551231,333.486922478201,-0.001551175752955,0.034958550525607,0.02847373447649,0.032793333831905,0.058990393304819,999.629894415552,12/31/1955,01/31/1956,fair
19560131,324.641470009688,0.003727295211675,0.056850266731236,0.044505964288904,0.042445888577379,0.063698226396829,953.908850526799,01/31/1956,02/29/1956,fair
19560229,326.829441572219,-0.049064542217461,0.050403502010513,0.051590089690273,0.043449552876882,0.061630314481758,952.502049176376,02/29/1956,03/31/1956,fair
19560331,349.466327983684,-0.102100145534575,0.035946064581625,0.044088501816912,0.03251805532422,0.049833518663405,1029.87612344965,03/31/1956,04/30/1956,fair
19560430,352.395565115524,-0.091855002569294,0.037706833612991,0.047913029484193,0.038131096357482,0.051503359387794,1029.87612344965,04/30/1956,05/31/1956,fair
19560531,340.189720088563,-0.026264363138535,0.055326492115815,0.057527839918357,0.046384449206122,0.04956153197501,971.493867407088,05/31/1956,06/30/1956,fair
19560630,335.85985074098,-0.000676243960622,0.055688645556161,0.057481213366399,0.047792201586637,0.049741677369183,944.764641749048,06/30/1956,07/31/1956,fair
19560731,351.628296089992,-0.032760979898328,0.052136318347321,0.045907360737483,0.038292426456465,0.044382177493925,994.002689013859,07/31/1956,08/31/1956,fair
19560831,350.943007194043,-0.083859640901693,0.05092565896211,0.054490115622222,0.042682354326832,0.037491285534381,980.638076184839,08/31/1956,09/30/1956,fair
19560930,337.903503058009,-0.086753634473472,0.048969717583074,0.060191410524318,0.052284403764426,0.037737867075305,922.255820142278,09/30/1956,10/31/1956,fair
19561031,332.49132051075,-0.12933387924647,0.05323130416202,0.066013251261945,0.05464197609971,0.037910171198887,892.712991783392,10/31/1956,11/30/1956,fair
